question,answer1,answer2,spread,rewards_daily_rate,gm_reward_per_100,sm_reward_per_100,bid_reward_per_100,ask_reward_per_100,volatility_sum,volatilty/reward,min_size,1_hour,3_hour,6_hour,12_hour,24_hour,7_day,30_day,best_bid,best_ask,volatility_price,max_spread,tick_size,neg_risk,market_slug,token1,token2,condition_id
Harmonix FDV above $200M one day after launch?,Yes,No,0.39,20,10,10,10,10,74.49,0.13,50,28.68,17.75,15.35,26.26,24.83,24.83,24.83,0.06,0.45,0.26,3.5,0.01,FALSE,harmonix-fdv-above-200m-one-day-after-launch,17472310526453842199578706989435211128808236823767719162500473137843152009720,30654560293830504887487682158158552296444973451862646220798266413826573213300,0x00b95e19261a37965e019efca2bfe0e58b34e7953f3316c7e6da1df691d92e71
Sentient FDV above $800M one day after launch?,Yes,No,0.14,20,10,10,10,10,87.63,0.11,50,11.22,11.1,9.1,29.21,29.21,29.21,29.21,0.64,0.78,0.7,3.5,0.01,FALSE,sentient-fdv-above-800m-one-day-after-launch,82097488646544023649206528495404039635532193878598537364217312721617403866189,20395293145691515888881041040756301178888711471892565839934395393363169928913,0x792fe6a3854a2737786b2924885c30a7bd526693c86cb035ec17ace8025a31f2
Will Sean Combs be named in newly released Epstein files?,Yes,No,0.16,20,10,10,10,10,159.48,0.06,20,0,8.38,32.69,53.99,53.16,53.16,53.16,0.08,0.24,0.16,5.5,0.01,FALSE,will-sean-combs-be-named-in-newly-released-epstein-files,28610879580381197162209484620128862110484772475624290738155086697483989626447,17867022920278234679916934106718074618649120483462127185556204123233398212571,0x1759a4b2b972fc59dd6a4b148746d9f6f3593159daa3d6572f8f6eb0c8d22aef
Will Park Chan-dae win the 2026 Incheon mayoral election?,Yes,No,0.19,20,10,10,10,10,126.53,0.08,20,39.45,25.55,18.78,49.95,44.61,40.96,40.96,0.34,0.53,0.44,4.5,0.01,TRUE,will-park-chan-dae-win-the-2026-incheon-mayoral-election,6188011265163920573991374597923023857028858291340293259939266440570731871125,15937999530387596339520341874567683843491884513039680513492916099354514567202,0x4f3ec78825d87d0412b8f5668989a9547da4d167667cf2e04828a995e40a5fbe
Ranger FDV above $50M one day after launch?,Yes,No,0.37,20,10,10,10,10,127.35,0.08,50,13.01,7.9,47.95,43.04,42.45,42.45,42.45,0.17,0.54,0.36,3.5,0.01,FALSE,ranger-fdv-above-50m-one-day-after-launch,85915366038971964258940430389599013819498889917459834888345365579273749223375,109591050534011415088677335818793324964981260921277952679996628621435614474953,0x49df13652202f431782f560cb4f27acd77e9266ed846abb79db1f439fbe0bd7a
Ranger FDV above $40M one day after launch?,Yes,No,0.07,20,10,10,10,10,115.77,0.09,50,4.27,4.27,54.55,39.11,38.59,38.59,38.59,0.78,0.85,0.81,3.5,0.01,FALSE,ranger-fdv-above-40m-one-day-after-launch,63289257554988462106518286682058477485423852639422069750222067009493148945064,25170320723812270324495419522445611564535554814858531520293067450784808845980,0xae604e42788a42a00ddb20a2653483037d9843df28907815e971037c965cc366
Will Extended launch a token by December 31 2026?,Yes,No,0.2,20,10,10,10,10,113.37,0.09,50,0,0,34.62,24.55,37.79,37.79,37.79,0.74,0.94,0.84,3.5,0.01,FALSE,will-extended-launch-a-token-by-december-31-2026,92264482154786022638469073226467738721225488834398462126801747569664483620857,59317381062304199415236170695390944867864005436848687356186948998746023221495,0x8b60ec75a1c0fab1b567fc70bb4c9dd2dbbd0ba3c5aa53532ebbdaf1568e89df
Ranger FDV above $20M one day after launch?,Yes,No,0.59,20,10,10,10,10,118.2,0.08,50,74.09,45.03,32.29,39.94,39.4,39.4,39.4,0.36,0.95,0.65,3.5,0.01,FALSE,ranger-fdv-above-20m-one-day-after-launch,30620899959413285022339315956726741881440517658923148815201291758041341244387,45380670028511560426546988007902626226271533068399594176833818461755585142436,0xe31d6c3b3ff7d85d2ac3937133d55fced3ca78d3cdaa7522d9e2b74a8ba92894
Meta (META) Up or Down on November 19?,Up,Down,0.1,20,10,10,10,10,8.4,1.19,50,0,6.82,4.82,3.95,2.8,2.8,2.8,0.45,0.55,0.5,3.5,0.01,FALSE,meta-up-or-down-on-november-19-2025,25421962999670474485189085840313115319671991868905247134412994309663503326316,4757960349554676975335086515009397803826197145878812694629827056642416966808,0xbb1d7f20bed7673edc8b966cf8ae96e664d885edec152810340e49aa46f561dc
Russell 2000 (RUT) Up or Down on November 19?,Up,Down,0.8,20,10,10,10,10,70.53,0.14,50,0,0,0,1.94,23.51,23.51,23.51,0.1,0.9,0.5,3.5,0.01,FALSE,rut-up-or-down-on-november-19-2025,51981466173592183618528623214744178705361748602384021754960795327428366156152,36783943074548014625503019374542169516227304756775873940257370335173550562441,0xcc01a5988fc2dcafb458faec87a477fecbdad9b33b68d8100fdbf47d7d648f63
Amazon (AMZN) Up or Down on November 19?,Up,Down,0.24,20,10,10,10,10,72.63,0.14,50,22.92,19.46,25.61,28.1,24.21,24.21,24.21,0.42,0.66,0.53,3.5,0.01,FALSE,amzn-up-or-down-on-november-19-2025,106003003521316392686577763035201811666634004387863434108778293954198514816970,10107830683234486354918760055516005579134007165753701742043417738840146456296,0x7244eb86d7744a08f89097020ed13e0655ca21b0404ba57748270393564c9828
Will Pacifica launch a token by March 31 2026?,Yes,No,0.32,20,10,10,10,10,555.36,0.02,50,8.59,45.91,33.24,186.4,185.12,185.12,185.12,0.11,0.43,0.27,3.5,0.01,FALSE,will-pacifica-launch-a-token-by-march-31-2026,93475117736342618594792373876001838071605269267088691022334249441363589633519,1522612996005435866232598319178742689621988260462408730148216551323732527510,0x089df324aaa0cab25c44029aaed865097711e7e932d1245292d9ee048269b10d
USD.AI FDV above $2B one day after launch?,Yes,No,0.27,20,10,10,10,10,106.2,0.09,20,0,6.38,33.47,36.84,35.4,35.4,35.4,0.19,0.46,0.32,3.5,0.01,FALSE,usdai-fdv-above-2b-one-day-after-launch,98810428566585620214182469727337381592083535564740818468562839338072997379864,102000264643100095905386496541508899794317405027050888357633722169657173885671,0x4b4f1af873ff1ce0c117fce7278de7758a2244cc0f840817afe5365fd7d49fb8
Will Yoo Jeong-bok win the 2026 Incheon mayoral election?,Yes,No,0.08,20,10,10,10,10,195.15,0.05,20,0,0,11.66,36.85,71.77,61.69,61.69,0.12,0.2,0.16,4.5,0.01,TRUE,will-yoo-jeong-bok-win-the-2026-incheon-mayoral-election,112466316253135811012111213668682806272891231676469404285933003650080963165020,87832198376686854060456476252089080961304817808465513725853943169015339873489,0x45d06878c8e37b634909a2216e1d765f88e7f6f3a0cdb7d2c86984543a0ba2cb
Sentient FDV above $1B one day after launch?,Yes,No,0.33,20,10,10,10,10,202.83,0.05,50,10.8,52.36,82.15,67.61,67.61,67.61,67.61,0.24,0.57,0.38,3.5,0.01,FALSE,sentient-fdv-above-1b-one-day-after-launch,94416339963338513799531242527575500058779585356182983946957019734329358852567,29497276051803354310972533123585026402471234571074764638437093049681623197502,0xfd012b683a6e6d76c1aab0d5592de8e6e729b4441763166bb731861e95468cda
Will Extended launch a token by June 30 2026?,Yes,No,0.6,20,10,10,10,10,204,0.05,50,0,3.27,44.96,58.08,68,68,68,0.32,0.92,0.62,3.5,0.01,FALSE,will-extended-launch-a-token-by-june-30-2026,97810380598984230073510712149328815224323004659751915825510020701419744372084,11919793303771916393586173909331566992537373659904970305644017180670291747859,0xfe4425817cc4ac71bf9f9da024a5341090fb6022da114061b1a1af53117213b0
Hyperbeat FDV above $300M one day after launch?,Yes,No,0.63,20,10,10,10,10,44.13,0.23,50,0,4.84,8.58,15.33,14.71,14.71,14.71,0.11,0.74,0.42,3.5,0.01,FALSE,hyperbeat-fdv-above-300m-one-day-after-launch,105229225195694729109884261853015401461641813901578857476254639437552892601636,72663413633237870742152602912076949024714881200491601361514812636170232854563,0xd50d0276f9b6c57d7a1b23be8be23a8dcdffed0aebae867de372b26593a9a238
Zama FDV above $3B one day after launch?,Yes,No,0.49,20,10,10,10,10,34.23,0.29,50,11.68,8.15,10.58,8.16,11.41,11.41,11.41,0.14,0.63,0.38,3.5,0.01,FALSE,zama-fdv-above-3b-one-day-after-launch,67144211084719332878623810512271883361044401328917629388804350285265466578346,29947113474510878285618781256171412331684446347250721334314225989644190037451,0x439f25326d9099e200a3957ad4c9d19de5c1e34124ed42cb1759229c7e819749
Ranger FDV above $60M one day after launch?,Yes,No,0.28,20,10,10,10,10,439.65,0.02,50,30.4,207.54,210.03,148.57,146.55,146.55,146.55,0.18,0.46,0.32,3.5,0.01,FALSE,ranger-fdv-above-60m-one-day-after-launch,76293486826247654091895762137627231405245648318131309204535273974760812579608,49939324447055741063948190780767153361949227250371103466288154214466216462688,0xa21fa6eae6dcddcba78eb02f215d45eaa8d53a095fe1c96a007321bdf1fda276
Aztec FDV above $1B one day after launch?,Yes,No,0.38,20,10,10,10,10,50.16,0.2,50,0,3.18,3.14,4.91,16.72,16.72,16.72,0.24,0.62,0.43,3.5,0.01,FALSE,aztec-fdv-above-1b-one-day-after-launch,1894569159257780298846515956660184346725511507618166533995240585672855732163,21262859084715785554094642594983994064956500633805513823226712871606999700182,0xdc7df9a7d06d241dc43910808e05c6ae06b8e70b17aa17b4f92fa7dadfa4d4c7
Will Extended launch a token by March 31 2026?,Yes,No,0.15,20,10,10,10,10,68.37,0.15,50,8.91,27.66,20.05,24.03,22.79,22.79,22.79,0.45,0.6,0.52,3.5,0.01,FALSE,will-extended-launch-a-token-by-march-31-2026,80202018619101908013933944100239367385491528832020028327612486898619283802751,33249883623946882498042187494418816609278977641116912274628462290026666786835,0x9b6965c07fd3e8c163b52312c7d2d0a7ffff1baf9e652ae156b538898ac72396
NYA (NYA) Up or Down on November 19?,Up,Down,0.98,20,10,10,10,10,8.37,1.19,50,0,0,0,2.77,2.79,2.79,2.79,0.01,0.99,0.5,3.5,0.01,FALSE,nya-up-or-down-on-november-19-2025,52626334933422171893278327259208189923772984158741055362658612319681560771665,108341252520038295694822431734965884671321592882393839418672246752369580416356,0xbd98ac8b4ffe69728f0dadd61a1092b8600845ec011af5ea250747aa4beaff6f
Gemini 3.0 Flash released by December 15?,Yes,No,0.02,40,9.96,9.98,9.32,10.65,68.85,0.14,20,10.12,28.44,32.43,23.99,22.95,22.95,22.95,0.43,0.45,0.44,4.5,0.01,FALSE,gemini-3pt0-flash-released-by-december-15,27949030244575238026102484928693308317422806880685486728878963908933831390157,58115514939028781419848645492821590883860884046310902721120649940735309481230,0x8174995bbe1dfc4d0a4c7295194f3fb6814c68745284e1255935f6437148b829
Will any Google Gemini 3 model score at least 1500 on LMArena by December 31?,Yes,No,0.05,30,9.31,9.31,9.26,9.36,94.22,0.1,100,35.88,22.21,22.66,32.35,48.68,25.78,19.76,0.52,0.57,0.55,4.5,0.01,FALSE,will-any-google-gemini-3-model-score-at-least-1500-on-lmarena-by-december-31,100484661557797780274107651475875781346145852864782659235617975575177222576850,62364505754284164055883543871814730837411744496485867118530874143295579905856,0xab40e34d49fad45aa58b77bb968d05fef9faab1a5f2ab819bcff5213a179c7d6
Will Kast win by 5% to 10%?,Yes,No,0.02,40,8.94,8.98,8.11,9.86,364.92,0.02,20,0,34.83,24.7,50.75,121.64,121.64,121.64,0.08,0.1,0.09,4.5,0.01,TRUE,will-kast-win-by-5-to-10,19466810417023268225323684768033768390895464414314434144540186668604540498656,3219159942643394951332621206636524328978990556271373637641054339501900536235,0x8dbed3ce25206273b7b8cbff1b72d79ebbd94ca23b092f6698b323fc8856e225
Will MrBeast hit 106 billion views by December 31?,Yes,No,0.07,20,8.92,8.92,8.88,8.96,80.7,0.11,20,65.5,40.54,31.17,22.29,38.47,21.54,20.69,0.09,0.16,0.12,4.5,0.01,FALSE,will-mrbeast-hit-106-billion-views-by-december-31,33937734450055362023094845664587432566259541722569464798773247925805151729394,67232927201595737569666522710665112320146852646726320929361292318797327322352,0x515e93665dd15395cb7611aa7e6e8d064538c680addecfc60fa192c233fca463
Will MrBeast hit 105 billion views by December 31?,Yes,No,0.07,20,8.91,8.91,8.9,8.92,63.92,0.14,20,53.15,43.02,46.82,33.29,24.18,19.87,19.87,0.5,0.57,0.54,4.5,0.01,FALSE,will-mrbeast-hit-105-billion-views-by-december-31,16277505026416937292384359784012037734190219871908868423920680116493885063532,81465703435901541971872383249798178202932622702845485505973564439563702759410,0x536b00bdf848b2fafb53e340b493edff3f3ce7d93fe4ba725b3987649131e744
Will Kast win by less than 5%?,Yes,No,0.02,40,8.75,8.8,7.95,9.64,204.84,0.04,20,0,62.7,44.48,60.29,68.28,68.28,68.28,0.04,0.06,0.05,4.5,0.01,TRUE,will-kast-win-by-less-than-5,1568673751089406124146984521061510857724564189038909575379830205187111147575,101770725081543714150275957683643931019309703053241273536365506974546284271311,0x79adf3a91332e26abb0a9b2b3065a575a56e35ef719e3d1eb493b8793557b90c
Will MrBeast hit 104.5 billion views by December 31?,Yes,No,0.07,20,8.71,8.72,8.54,8.89,43.16,0.2,20,35.27,29.26,20.72,17.5,13.7,14.73,14.73,0.64,0.71,0.68,4.5,0.01,FALSE,will-mrbeast-hit-104pt5-billion-views-by-december-31,12459070607884956322897196766651345841789215930935350005695645561360720851523,17670595914272348149956948814265470452465954022669352899134806672879296841454,0xed938e9a4788aec446f27e597562dd4b7bdeecde259b396ab37c4a2732dad707
Will NVIDIA (NVDA) finish week of November 17 above $195?,Yes,No,0.07,20,8.68,8.68,8.6,8.76,166.92,0.05,20,0,0,0,26.26,55.64,55.64,55.64,0.17,0.24,0.2,4.5,0.01,FALSE,nvda-above-195-on-november-21-2025,56296329474164680654986031903299886594812400688284495070330845100452944825020,23332564400814894079667983835742160425128883423269564538122259002576646214676,0xdd3644ac250eb71c269e4718e89e22d76830c61ee0687913e60d69f0243784c4
Will Kast win by 10% to 15%?,Yes,No,0.01,40,8.64,8.65,9.03,8.27,111.96,0.08,20,14.69,12.96,9.16,20.17,37.32,37.32,37.32,0.16,0.17,0.16,4.5,0.01,TRUE,will-kast-win-by-10-to-15,36464746547897315102013987974073207854541166248286427970177980874673880048522,95550807094962160640377962253366265314238932990572347673767576284392377154870,0x85cf86bff19ff39b576427c09ac34277886b70c6bc92b4ecdab2c06beba92312
Will Kast win by at least 25%?,Yes,No,0.02,40,8.52,8.56,9.38,7.73,123.75,0.07,20,9.69,10.52,7.48,22.03,41.25,41.25,41.25,0.22,0.24,0.23,4.5,0.01,TRUE,will-kast-win-by-at-least-25,88138500165560846715469783947444419726351026905572548272780764389356524378528,65005543156731624944982577885761708055076334177025645042233635012657148825772,0x21fbebe86967d00e5855a457bf2fc4b8576f99520131588e312ac71da5d8c7b9
Gemini 3.0 Flash released by November 30?,Yes,No,0.02,40,8.48,8.5,8.08,8.91,381.21,0.02,20,26.82,16.28,113.93,132.98,127.07,127.07,127.07,0.08,0.1,0.09,4.5,0.01,FALSE,gemini-3pt0-flash-released-by-november-30,53754393728808064661872770312772725620099924270697316419387484398681838267511,105331688947610272251162776738477923065674244110454542062690064573006886386728,0xa5593a049d555a27b847c202bdb25da880f6916f81ded33add390f324d11c449
Will Kast win by 15% to 20%?,Yes,No,0.02,40,8.44,8.46,7.89,9.03,93.93,0.09,20,0,0,4.04,9.87,31.31,31.31,31.31,0.23,0.25,0.24,4.5,0.01,TRUE,will-kast-win-by-15-to-20,40068870128772982455710368063951324202239547691108796083584016422658912757196,44035309967614124663728346721790189916072316509963320493484063138780645565437,0xe54d438395243e5b2dd978128dbf0ca745e8a78201e07a5778e2d394e85b98e3
US x Venezuela military engagement by November 30?,Yes,No,0.01,300,8.14,15.72,2.27,29.17,78.71,0.1,200,45.43,59.69,43.73,33.83,32.89,23.38,18.84,0.11,0.12,0.12,3.5,0.01,FALSE,us-x-venezuela-military-engagement-by-november-30-216-397-226-467-735-374-192-441,52495530769657433426315073623394145992266323233191674488787593449327803900186,52365552199401369443408259986324629171792690921627298943075194906042228248932,0xbea5d5174cb5355eaf0f8cee780e67d0b22a6ff614ef7ec82cc2fe6ce8f4b111
"U.S. Embassy in Damascus reopened by June 30, 2026?",Yes,No,0.01,30,8.13,8.14,8.31,7.96,45.73,0.18,20,0,0,0,0,2.33,21.7,21.7,0.22,0.23,0.22,4.5,0.01,FALSE,us-embassy-in-damaskus-reopend-by-june-30-2026-815,44405170382951110796786873159419985444127796260047392416512502190277019397008,57049831796487372801886680017528937124964347761941208341777692808623495376086,0x33fb07add905d9a65176839cda7faf7844924c211b4366c62d4b51e85131fbf9
Will Trump release the Epstein files by November 19?,Yes,No,0.001,100,8.07,8.94,12.76,5.11,,nan,200,,,,,,,,0.008,0.009,0.01,4.5,0.001,FALSE,will-trump-release-the-epstein-files-by-november-19,24676167605215724921904549175343501414759343352699789720243524356166695041743,26557422506248587448150296487408805387856195653204260880151987563657069286478,0x84bc2087e714147971fbd5ea97b47909e0ceea7756515ba88ff51ce7b23245d6
Will Google Gemini 3 score at least 40% on Humanity’s Last Exam by January 31?,Yes,No,0.03,30,7.92,7.92,8.14,7.7,147.43,0.05,200,12.7,8.55,6.98,13.88,81.95,37.16,28.17,0.35,0.38,0.36,3.5,0.01,FALSE,will-google-gemini-3-score-at-least-40-on-humanitys-last-exam-by-january-31,106995301959148590057310377289378701582753345526020106374309908715729740130427,3030282791277700855214019456360855867707542159662240250340531758591297711347,0x881964470b6ac5eafbcb2b20f7fafa60badec6b57662623819de55e803f4abcd
Aztec FDV above $1.5B one day after launch?,Yes,No,0.06,20,7.91,7.91,7.84,7.98,161.52,0.05,50,41.3,35.76,38.33,27.47,53.84,53.84,53.84,0.24,0.3,0.27,3.5,0.01,FALSE,aztec-fdv-above-1pt5b-one-day-after-launch,94342310147840763228084427528279912230448042719103139822471966060099732755865,39569130302079193701580466847981670788702085871362759299650936366755673572166,0x4c3fb1ba1baa57f69518d30b9f03a36337496b82cffd7fdf1a39f226dd337b78
Will Selvena Brooks-Powers be the next Speaker of the New York City Council?,Yes,No,0.01,30,7.89,7.89,7.69,8.09,84.7,0.09,20,40.96,23.65,20.39,17.91,21.98,31.36,31.36,0.08,0.09,0.08,4.5,0.01,TRUE,will-selvena-brooks-powers-be-the-next-speaker-of-the-new-york-city-council,17101558134156007331914812202646137604186168573995706464194356249732154084437,45176945827998053492538148132587085563907105679850799347051383141298914296506,0xba66adbc1008442e1f93ec29474caaf26408c3f8dd12c9f6e93c05e62f5b3ff0
Will Kast win by 20% to 25%?,Yes,No,0.03,40,7.87,7.98,6.61,9.36,79.32,0.1,20,0,12.02,8.62,13.26,26.44,26.44,26.44,0.21,0.24,0.22,4.5,0.01,TRUE,will-kast-win-by-20-to-25,18497801556758463793689966261242387413665563665176296143819645889570641930386,14336678653313790951177300458193812374693570141026019259986051692759405362986,0x7ac73caac2217daecc9cc970f5341dc721a2b32ea96d3f4b72baa18dcffebaaf
Will Google Gemini 3 score at least 50% on the FrontierMath Benchmark?,Yes,No,0.06,20,7.7,7.7,7.68,7.72,69.45,0.11,100,31.78,20.19,16.99,18.99,27.65,19.6,23.74,0.2,0.26,0.23,4.5,0.01,FALSE,will-google-gemini-3-score-at-least-50-on-the-frontiermath-benchmark,113202856250897862979713471744991918499323493200624565588321577442342145479224,73947054068547096801947700627561078047267185058626205338900065983541340852961,0x56e2df24054981fb2c88ce4c9aa885dc451487444ee27f43d821268b68690068
Will Opendoor (OPEN) finish week of November 17 above $7.50?,Yes,No,0.06,20,7.36,7.37,7.65,7.09,22.14,0.33,20,0,0,12.66,9.01,7.38,7.38,7.38,0.41,0.47,0.44,4.5,0.01,FALSE,open-above-7pt5-on-november-21-2025,106686702098281557072374426929057593212381020874085934458901415471147163428298,9429538521092605919465601745882211239752530852751605695890838629446619015097,0xb7e8aeafff9afe961db08dc01227765735bcdec826212049669fad146eb8a40e
Will Amanda Farías be the next Speaker of the New York City Council?,Yes,No,0.01,30,7.32,7.32,7.16,7.48,72.81,0.1,20,0,0,19.69,14.12,13.51,29.65,29.65,0.15,0.16,0.16,4.5,0.01,TRUE,will-amanda-faras-be-the-next-speaker-of-the-new-york-city-council,26409026265471388498448746506560692559083700160655008313556348661133997640055,67832206375321774210116149267278926133742994392814657211553217195697444771545,0xa5774c2aa865029fc9565d6846945829bbb16217c5575f16fd9ea9e3421f6bce
